Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJmm-1),Interpass temperature (°C),Type of weld,Post weld heat treatment temperature (°C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (°C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Power (W)
0.078,0.44,1.4,0.004,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,5.0,44.0,420.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-30.0,100.0,,,,,,,,3570.0
0.078,0.44,1.4,0.004,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,5.0,44.0,420.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,44.0,38.0,18.0,0.0,0.0,3570.0
0.081,0.48,1.42,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,4.0,46.0,660.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,466.0,551.0,26.2,78.9,,,,,,,,,,3570.0
0.081,0.48,1.42,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,4.0,46.0,660.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,,3570.0
0.081,0.48,1.42,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,4.0,46.0,660.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-29.0,100.0,,,,,,,,3570.0
0.081,0.48,1.42,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,4.0,46.0,660.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,38.0,39.0,23.0,0.0,0.0,3570.0
0.069,0.3,1.36,0.007,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,37.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,468.0,529.0,32.6,80.7,,,,,,,,,,3570.0
0.069,0.3,1.36,0.007,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,37.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-99.0,28.0,,,,,,,,3570.0
0.069,0.3,1.36,0.007,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,37.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-72.0,100.0,,,,,,,,3570.0
0.069,0.3,1.36,0.007,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,37.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,22.0,5.0,73.0,0.0,0.0,3570.0
0.08,0.33,1.41,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,43.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,478.0,540.0,31.2,80.7,,,,,,,,,,3570.0
0.08,0.33,1.41,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,43.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-77.0,28.0,,,,,,,,3570.0
0.08,0.33,1.41,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,43.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-55.0,100.0,,,,,,,,3570.0
0.08,0.33,1.41,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,43.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,24.0,9.0,67.0,0.0,0.0,3570.0
0.076,0.37,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,36.0,53.0,190.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,485.0,549.0,31.4,79.8,,,,,,,,,,3570.0
0.076,0.37,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,36.0,53.0,190.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-86.0,28.0,,,,,,,,3570.0
0.076,0.37,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,36.0,53.0,190.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-58.0,100.0,,,,,,,,3570.0
0.076,0.37,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,36.0,53.0,190.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,20.0,3.0,77.0,0.0,0.0,3570.0
0.078,0.44,1.31,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,36.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,491.0,564.0,28.2,78.9,,,,,,,,,,3570.0
0.078,0.44,1.31,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,36.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-88.0,28.0,,,,,,,,3570.0
0.078,0.44,1.31,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,36.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-63.0,100.0,,,,,,,,3570.0
0.078,0.44,1.31,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,36.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,21.0,7.0,72.0,0.0,0.0,3570.0
0.076,0.51,1.3,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,43.0,48.0,490.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,485.0,560.0,25.2,78.9,,,,,,,,,,3570.0
0.076,0.51,1.3,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,43.0,48.0,490.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-90.0,28.0,,,,,,,,3570.0
0.076,0.51,1.3,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,43.0,48.0,490.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-55.0,100.0,,,,,,,,3570.0
0.076,0.51,1.3,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,43.0,48.0,490.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,21.0,17.0,62.0,0.0,0.0,3570.0
0.079,0.57,1.32,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,38.0,52.0,610.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,491.0,570.0,29.2,77.0,,,,,,,,,,3570.0
0.079,0.57,1.32,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,38.0,52.0,610.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-74.0,28.0,,,,,,,,3570.0
0.079,0.57,1.32,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,38.0,52.0,610.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-38.0,100.0,,,,,,,,3570.0
0.079,0.57,1.32,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,38.0,52.0,610.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,24.0,26.0,50.0,0.0,0.0,3570.0
0.074,0.32,1.5,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,99.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,484.0,547.0,29.4,79.8,,,,,,,,,,3570.0
0.074,0.32,1.5,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,99.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-74.0,28.0,,,,,,,,3570.0
0.074,0.32,1.5,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,99.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,,,,,,3570.0
0.074,0.27,1.41,0.007,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,88.0,70.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,442.0,514.0,32.2,81.6,,,,,,,,,,3570.0
0.074,0.27,1.41,0.007,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,88.0,70.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-57.0,28.0,,,,,,,,3570.0
0.074,0.27,1.41,0.007,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,88.0,70.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-31.0,100.0,,,,,,,,3570.0
0.071,0.39,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,92.0,52.0,160.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,481.0,545.0,30.6,81.4,,,,,,,,,,3570.0
0.071,0.39,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,92.0,52.0,160.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,,,,,,3570.0
0.071,0.39,1.36,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,92.0,52.0,160.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-56.0,100.0,,,,,,,,3570.0
0.069,0.45,1.36,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.0,44.0,280.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,474.0,540.0,28.0,80.7,,,,,,,,,,3570.0
0.069,0.45,1.36,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.0,44.0,280.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,,,,,,3570.0
0.069,0.45,1.36,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.0,44.0,280.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-61.0,100.0,,,,,,,,3570.0
0.069,0.51,1.39,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,69.0,41.0,480.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,466.0,533.0,27.2,77.0,,,,,,,,,,3570.0
0.069,0.51,1.39,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,69.0,41.0,480.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-70.0,28.0,,,,,,,,3570.0
0.069,0.51,1.39,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,69.0,41.0,480.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-54.0,100.0,,,,,,,,3570.0
0.072,0.57,1.4,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,80.0,38.0,640.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,486.0,555.0,26.6,78.0,,,,,,,,,,3570.0
0.072,0.57,1.4,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,80.0,38.0,640.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,,,,,,3570.0
0.072,0.57,1.4,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,80.0,38.0,640.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-41.0,100.0,,,,,,,,3570.0
0.081,0.34,1.54,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,180.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,502.0,555.0,26.6,78.9,,,,,,,,,,3570.0
0.081,0.34,1.54,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,180.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-67.0,28.0,,,,,,,,3570.0
0.081,0.34,1.54,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,180.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,,,,,,3570.0
0.081,0.34,1.54,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,180.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,19.0,20.0,61.0,0.0,0.0,3570.0
0.072,0.24,1.32,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,180.0,68.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,452.0,535.0,30.7,78.9,,,,,,,,,,3570.0
0.072,0.24,1.32,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,180.0,68.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-54.0,28.0,,,,,,,,3570.0
0.072,0.24,1.32,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,180.0,68.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-35.0,100.0,,,,,,,,3570.0
0.072,0.24,1.32,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,180.0,68.0,47.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,23.0,24.0,53.0,0.0,0.0,3570.0
0.072,0.34,1.33,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,190.0,57.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,467.0,522.0,29.2,77.0,,,,,,,,,,3570.0
0.072,0.34,1.33,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,190.0,57.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-64.0,28.0,,,,,,,,3570.0
0.072,0.34,1.33,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,190.0,57.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,,,,,,3570.0
0.072,0.34,1.33,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,190.0,57.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,18.0,15.0,67.0,0.0,0.0,3570.0
0.074,0.41,1.36,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,260.0,49.0,320.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,514.0,570.0,23.6,77.0,,,,,,,,,,3570.0
0.074,0.41,1.36,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,260.0,49.0,320.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-63.0,28.0,,,,,,,,3570.0
0.074,0.41,1.36,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,260.0,49.0,320.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-47.0,100.0,,,,,,,,3570.0
0.074,0.41,1.36,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,260.0,49.0,320.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,23.0,9.0,68.0,0.0,0.0,3570.0
0.066,0.46,1.41,0.004,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,240.0,49.0,440.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,522.0,580.0,24.0,76.0,,,,,,,,,,3570.0
0.066,0.46,1.41,0.004,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,240.0,49.0,440.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,,,,,,3570.0
0.066,0.46,1.41,0.004,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,240.0,49.0,440.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-42.0,100.0,,,,,,,,3570.0
0.066,0.46,1.41,0.004,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,240.0,49.0,440.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,19.0,12.0,69.0,0.0,0.0,3570.0
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,522.0,591.0,23.8,71.9,,,,,,,,,,3570.0
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,,3570.0
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-42.0,100.0,,,,,,,,3570.0
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,18.0,18.0,64.0,0.0,0.0,3570.0
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,535.0,594.0,26.0,79.8,,,,,,,,,,3570.0
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-78.0,28.0,,,,,,,,3570.0
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-60.0,100.0,,,,,,,,3570.0
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,15.0,10.0,75.0,0.0,0.0,3570.0
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,522.0,583.0,22.0,78.9,,,,,,,,,,3570.0
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-69.0,28.0,,,,,,,,3570.0
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-48.0,100.0,,,,,,,,3570.0
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,13.0,9.0,78.0,0.0,0.0,3570.0
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,531.0,587.0,25.2,78.0,,,,,,,,,,3570.0
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-74.0,28.0,,,,,,,,3570.0
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-56.0,100.0,,,,,,,,3570.0
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,15.0,9.0,76.0,0.0,0.0,3570.0
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,538.0,604.0,23.2,77.0,,,,,,,,,,3570.0
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-65.0,28.0,,,,,,,,3570.0
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-49.0,100.0,,,,,,,,3570.0
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,15.0,26.0,59.0,0.0,0.0,3570.0
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,561.0,622.0,26.0,77.0,,,,,,,,,,3570.0
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-63.0,28.0,,,,,,,,3570.0
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-43.0,100.0,,,,,,,,3570.0
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,,,,,15.0,7.0,78.0,0.0,0.0,3570.0
0.067,0.57,1.4,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,450.0,60.0,500.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,547.0,616.0,22.6,75.0,,,,,,,,,,3570.0
0.067,0.57,1.4,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,450.0,60.0,500.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,,3570.0
